"name","yearid","attendance","change_attendace","wswin","divwin","wcwin"
"Montreal Expos",1991,934742,-438345,"N","N",NULL
"Montreal Expos",1992,1669127,734385,"N","N",NULL
"Montreal Expos",1993,1641437,-27690,"N","N",NULL
"Montreal Expos",1995,1309618,-331819,"N","N","N"
"Montreal Expos",1996,1616709,307091,"N","N","N"
"Montreal Expos",1997,1497609,-119100,"N","N","N"
"Montreal Expos",1998,914909,-582700,"N","N","N"
"Montreal Expos",1999,773277,-141632,"N","N","N"
"Montreal Expos",2000,926272,152995,"N","N","N"
"Montreal Expos",2001,642745,-283527,"N","N","N"
"Montreal Expos",2002,812045,169300,"N","N","N"
"Montreal Expos",2003,1025639,213594,"N","N","N"
"Montreal Expos",2004,749550,-276089,"N","N","N"
"New York Yankees",1969,1067996,318446,"N","N",NULL
"New York Yankees",1970,1136879,68883,"N","N",NULL
"New York Yankees",1971,1070771,-66108,"N","N",NULL
"New York Yankees",1972,966328,-104443,"N","N",NULL
"New York Yankees",1973,1262103,295775,"N","N",NULL
"New York Yankees",1974,1273075,10972,"N","N",NULL
"New York Yankees",1975,1288048,14973,"N","N",NULL
"New York Yankees",1976,2012434,724386,"N","Y",NULL
"New York Yankees",1977,2103092,90658,"Y","Y",NULL
"New York Yankees",1978,2335871,232779,"Y","Y",NULL
"New York Yankees",1979,2537765,201894,"N","N",NULL
"New York Yankees",1980,2627417,89652,"N","Y",NULL
"New York Yankees",1981,1614353,-1013064,"N","Y",NULL
"New York Yankees",1982,2041219,426866,"N","N",NULL
"New York Yankees",1983,2257976,216757,"N","N",NULL
"New York Yankees",1984,1821815,-436161,"N","N",NULL
"New York Yankees",1985,2214587,392772,"N","N",NULL
"New York Yankees",1986,2268030,53443,"N","N",NULL
"New York Yankees",1987,2427672,159642,"N","N",NULL
"New York Yankees",1988,2633701,206029,"N","N",NULL
"New York Yankees",1989,2170485,-463216,"N","N",NULL
"New York Yankees",1990,2006436,-164049,"N","N",NULL
"New York Yankees",1991,1863733,-142703,"N","N",NULL
"New York Yankees",1992,1748737,-114996,"N","N",NULL
"New York Yankees",1993,2416942,668205,"N","N",NULL
"New York Yankees",1995,1705263,-711679,"N","N","Y"
"New York Yankees",1996,2250877,545614,"Y","Y","N"
"New York Yankees",1997,2580325,329448,"N","N","Y"
"New York Yankees",1998,2955193,374868,"Y","Y","N"
"New York Yankees",1999,3292736,337543,"Y","Y","N"
"New York Yankees",2000,3055435,-237301,"Y","Y","N"
"New York Yankees",2001,3264907,209472,"N","Y","N"
"New York Yankees",2002,3465807,200900,"N","Y","N"
"New York Yankees",2003,3465600,-207,"N","Y","N"
"New York Yankees",2004,3775292,309692,"N","Y","N"
"New York Yankees",2005,4090696,315404,"N","Y","N"
"New York Yankees",2006,4248067,157371,"N","Y","N"
"New York Yankees",2007,4271083,23016,"N","N","Y"
"New York Yankees",2008,4298655,27572,"N","N","N"
"New York Yankees",2009,3719358,-579297,"Y","Y","N"
"New York Yankees",2010,3765807,46449,"N","N","Y"
"New York Yankees",2011,3653680,-112127,"N","Y","N"
"New York Yankees",2012,3542406,-111274,"N","Y","N"
"New York Yankees",2013,3279589,-262817,"N","N","N"
"New York Yankees",2014,3401624,122035,"N","N","N"
"New York Yankees",2015,3193795,-207829,"N","N","Y"
"New York Yankees",2016,3063405,-130390,"N","N","N"
"New York Mets",1969,2175373,-888032,"Y","Y",NULL
"New York Mets",1970,2697479,522106,"N","N",NULL
"New York Mets",1971,2266680,-430799,"N","N",NULL
"New York Mets",1972,2134185,-132495,"N","N",NULL
"New York Mets",1973,1912390,-221795,"N","Y",NULL
"New York Mets",1974,1722209,-190181,"N","N",NULL
"New York Mets",1975,1730566,8357,"N","N",NULL
"New York Mets",1976,1468754,-261812,"N","N",NULL
"New York Mets",1977,1066825,-401929,"N","N",NULL
"New York Mets",1978,1007328,-59497,"N","N",NULL
"New York Mets",1979,788905,-218423,"N","N",NULL
"New York Mets",1980,1192073,403168,"N","N",NULL
"New York Mets",1981,704244,-487829,"N","N",NULL
"New York Mets",1982,1323036,618792,"N","N",NULL
"New York Mets",1983,1112774,-210262,"N","N",NULL
"New York Mets",1984,1842695,729921,"N","N",NULL
"New York Mets",1985,2761601,918906,"N","N",NULL
"New York Mets",1986,2767601,6000,"Y","Y",NULL
"New York Mets",1987,3034129,266528,"N","N",NULL
"New York Mets",1988,3055445,21316,"N","Y",NULL
"New York Mets",1989,2918710,-136735,"N","N",NULL
"New York Mets",1990,2732745,-185965,"N","N",NULL
"New York Mets",1991,2284484,-448261,"N","N",NULL
"New York Mets",1992,1779534,-504950,"N","N",NULL
"New York Mets",1993,1873183,93649,"N","N",NULL
"New York Mets",1995,1273183,-600000,"N","N","N"
"New York Mets",1996,1588323,315140,"N","N","N"
"New York Mets",1997,1766174,177851,"N","N","N"
"New York Mets",1998,2287948,521774,"N","N","N"
"New York Mets",1999,2725668,437720,"N","N","Y"
"New York Mets",2000,2820530,94862,"N","N","Y"
"New York Mets",2001,2658330,-162200,"N","N","N"
"New York Mets",2002,2804838,146508,"N","N","N"
"New York Mets",2003,2140599,-664239,"N","N","N"
"New York Mets",2004,2318951,178352,"N","N","N"
"New York Mets",2005,2829929,510978,"N","N","N"
"New York Mets",2006,3379535,549606,"N","Y","N"
"New York Mets",2007,3853955,474420,"N","N","N"
"New York Mets",2008,4042045,188090,"N","N","N"
"New York Mets",2009,3168571,-873474,"N","N","N"
"New York Mets",2010,2559738,-608833,"N","N","N"
"New York Mets",2011,2352596,-207142,"N","N","N"
"New York Mets",2012,2242803,-109793,"N","N","N"
"New York Mets",2013,2135657,-107146,"N","N","N"
"New York Mets",2014,2148808,13151,"N","N","N"
"New York Mets",2015,2569753,420945,"N","Y","N"
"New York Mets",2016,2789602,219849,"N","N","Y"
"Oakland Athletics",1969,778232,-2011370,"N","N",NULL
"Oakland Athletics",1970,778355,123,"N","N",NULL
"Oakland Athletics",1971,914993,136638,"N","Y",NULL
"Oakland Athletics",1972,921323,6330,"Y","Y",NULL
"Oakland Athletics",1973,1000763,79440,"Y","Y",NULL
"Oakland Athletics",1974,845693,-155070,"Y","Y",NULL
"Oakland Athletics",1975,1075518,229825,"N","Y",NULL
"Oakland Athletics",1976,780593,-294925,"N","N",NULL
"Oakland Athletics",1977,495599,-284994,"N","N",NULL
"Oakland Athletics",1978,526999,31400,"N","N",NULL
"Oakland Athletics",1979,306763,-220236,"N","N",NULL
"Oakland Athletics",1980,842259,535496,"N","N",NULL
"Oakland Athletics",1981,1304052,461793,"N","Y",NULL
"Oakland Athletics",1982,1735489,431437,"N","N",NULL
"Oakland Athletics",1983,1294941,-440548,"N","N",NULL
"Oakland Athletics",1984,1353281,58340,"N","N",NULL
"Oakland Athletics",1985,1334599,-18682,"N","N",NULL
"Oakland Athletics",1986,1314646,-19953,"N","N",NULL
"Oakland Athletics",1987,1678921,364275,"N","N",NULL
"Oakland Athletics",1988,2287335,608414,"N","Y",NULL
"Oakland Athletics",1989,2667225,379890,"Y","Y",NULL
"Oakland Athletics",1990,2900217,232992,"N","Y",NULL
"Oakland Athletics",1991,2713493,-186724,"N","N",NULL
"Oakland Athletics",1992,2494160,-219333,"N","Y",NULL
"Oakland Athletics",1993,2035025,-459135,"N","N",NULL
"Oakland Athletics",1995,1174310,-860715,"N","N","N"
"Oakland Athletics",1996,1148380,-25930,"N","N","N"
"Oakland Athletics",1997,1264218,115838,"N","N","N"
"Oakland Athletics",1998,1232343,-31875,"N","N","N"
"Oakland Athletics",1999,1434610,202267,"N","N","N"
"Oakland Athletics",2000,1603744,169134,"N","Y","N"
"Oakland Athletics",2001,2133277,529533,"N","N","Y"
"Oakland Athletics",2002,2169811,36534,"N","Y","N"
"Oakland Athletics",2003,2216596,46785,"N","Y","N"
"Oakland Athletics",2004,2201516,-15080,"N","N","N"
"Oakland Athletics",2005,2109118,-92398,"N","N","N"
"Oakland Athletics",2006,1976625,-132493,"N","Y","N"
"Oakland Athletics",2007,1921844,-54781,"N","N","N"
"Oakland Athletics",2008,1665256,-256588,"N","N","N"
"Oakland Athletics",2009,1408783,-256473,"N","N","N"
"Oakland Athletics",2010,1418391,9608,"N","N","N"
"Oakland Athletics",2011,1476791,58400,"N","N","N"
"Oakland Athletics",2012,1679013,202222,"N","Y","N"
"Oakland Athletics",2013,1809302,130289,"N","Y","N"
"Oakland Athletics",2014,2003628,194326,"N","N","Y"
"Oakland Athletics",2015,1768175,-235453,"N","N","N"
"Oakland Athletics",2016,1521506,-246669,"N","N","N"
"Philadelphia Phillies",1969,519414,-1002092,"N","N",NULL
"Philadelphia Phillies",1970,708247,188833,"N","N",NULL
"Philadelphia Phillies",1971,1511223,802976,"N","N",NULL
"Philadelphia Phillies",1972,1343329,-167894,"N","N",NULL
"Philadelphia Phillies",1973,1475934,132605,"N","N",NULL
"Philadelphia Phillies",1974,1808648,332714,"N","N",NULL
"Philadelphia Phillies",1975,1909233,100585,"N","N",NULL
"Philadelphia Phillies",1976,2480150,570917,"N","Y",NULL
"Philadelphia Phillies",1977,2700070,219920,"N","Y",NULL
"Philadelphia Phillies",1978,2583389,-116681,"N","Y",NULL
"Philadelphia Phillies",1979,2775011,191622,"N","N",NULL
"Philadelphia Phillies",1980,2651650,-123361,"Y","Y",NULL
"Philadelphia Phillies",1981,1638752,-1012898,"N","Y",NULL
"Philadelphia Phillies",1982,2376394,737642,"N","N",NULL
"Philadelphia Phillies",1983,2128339,-248055,"N","Y",NULL
"Philadelphia Phillies",1984,2062693,-65646,"N","N",NULL
"Philadelphia Phillies",1985,1830350,-232343,"N","N",NULL
"Philadelphia Phillies",1986,1933335,102985,"N","N",NULL
"Philadelphia Phillies",1987,2100110,166775,"N","N",NULL
"Philadelphia Phillies",1988,1990041,-110069,"N","N",NULL
"Philadelphia Phillies",1989,1861985,-128056,"N","N",NULL
"Philadelphia Phillies",1990,1992484,130499,"N","N",NULL
"Philadelphia Phillies",1991,2050012,57528,"N","N",NULL
"Philadelphia Phillies",1992,1927448,-122564,"N","N",NULL
"Philadelphia Phillies",1993,3137674,1210226,"N","Y",NULL
"Philadelphia Phillies",1995,2043598,-1094076,"N","N","N"
"Philadelphia Phillies",1996,1801677,-241921,"N","N","N"
"Philadelphia Phillies",1997,1490638,-311039,"N","N","N"
"Philadelphia Phillies",1998,1715722,225084,"N","N","N"
"Philadelphia Phillies",1999,1825337,109615,"N","N","N"
"Philadelphia Phillies",2000,1612769,-212568,"N","N","N"
"Philadelphia Phillies",2001,1782054,169285,"N","N","N"
"Philadelphia Phillies",2002,1618467,-163587,"N","N","N"
"Philadelphia Phillies",2003,2259948,641481,"N","N","N"
"Philadelphia Phillies",2004,3250092,990144,"N","N","N"
"Philadelphia Phillies",2005,2665304,-584788,"N","N","N"
"Philadelphia Phillies",2006,2701815,36511,"N","N","N"
"Philadelphia Phillies",2007,3108325,406510,"N","Y","N"
"Philadelphia Phillies",2008,3422583,314258,"Y","Y","N"
"Philadelphia Phillies",2009,3600693,178110,"N","Y","N"
"Philadelphia Phillies",2010,3647249,46556,"N","Y","N"
"Philadelphia Phillies",2011,3680718,33469,"N","Y","N"
"Philadelphia Phillies",2012,3565718,-115000,"N","N","N"
"Philadelphia Phillies",2013,3012403,-553315,"N","N","N"
"Philadelphia Phillies",2014,2423852,-588551,"N","N","N"
"Philadelphia Phillies",2015,1831080,-592772,"N","N","N"
"Philadelphia Phillies",2016,1915144,84064,"N","N","N"
"Pittsburgh Pirates",1969,769369,-1145775,"N","N",NULL
"Pittsburgh Pirates",1970,1341947,572578,"N","Y",NULL
"Pittsburgh Pirates",1971,1501132,159185,"Y","Y",NULL
"Pittsburgh Pirates",1972,1427460,-73672,"N","Y",NULL
"Pittsburgh Pirates",1973,1319913,-107547,"N","N",NULL
"Pittsburgh Pirates",1974,1110552,-209361,"N","Y",NULL
"Pittsburgh Pirates",1975,1270018,159466,"N","Y",NULL
"Pittsburgh Pirates",1976,1025945,-244073,"N","N",NULL
"Pittsburgh Pirates",1977,1237349,211404,"N","N",NULL
"Pittsburgh Pirates",1978,964106,-273243,"N","N",NULL
"Pittsburgh Pirates",1979,1435454,471348,"Y","Y",NULL
"Pittsburgh Pirates",1980,1646757,211303,"N","N",NULL
"Pittsburgh Pirates",1981,541789,-1104968,"N","N",NULL
"Pittsburgh Pirates",1982,1024106,482317,"N","N",NULL
"Pittsburgh Pirates",1983,1225916,201810,"N","N",NULL
"Pittsburgh Pirates",1984,773500,-452416,"N","N",NULL
"Pittsburgh Pirates",1985,735900,-37600,"N","N",NULL
"Pittsburgh Pirates",1986,1000917,265017,"N","N",NULL
"Pittsburgh Pirates",1987,1161193,160276,"N","N",NULL
"Pittsburgh Pirates",1988,1866713,705520,"N","N",NULL
"Pittsburgh Pirates",1989,1374141,-492572,"N","N",NULL
"Pittsburgh Pirates",1990,2049908,675767,"N","Y",NULL
"Pittsburgh Pirates",1991,2065302,15394,"N","Y",NULL
"Pittsburgh Pirates",1992,1829395,-235907,"N","Y",NULL
"Pittsburgh Pirates",1993,1650593,-178802,"N","N",NULL
"Pittsburgh Pirates",1995,905517,-745076,"N","N","N"
"Pittsburgh Pirates",1996,1332150,426633,"N","N","N"
"Pittsburgh Pirates",1997,1657022,324872,"N","N","N"
"Pittsburgh Pirates",1998,1560950,-96072,"N","N","N"
"Pittsburgh Pirates",1999,1638023,77073,"N","N","N"
"Pittsburgh Pirates",2000,1748908,110885,"N","N","N"
"Pittsburgh Pirates",2001,2464870,715962,"N","N","N"
"Pittsburgh Pirates",2002,1784988,-679882,"N","N","N"
"Pittsburgh Pirates",2003,1636751,-148237,"N","N","N"
"Pittsburgh Pirates",2004,1580031,-56720,"N","N","N"
"Pittsburgh Pirates",2005,1817245,237214,"N","N","N"
"Pittsburgh Pirates",2006,1861549,44304,"N","N","N"
"Pittsburgh Pirates",2007,1749142,-112407,"N","N","N"
"Pittsburgh Pirates",2008,1609076,-140066,"N","N","N"
"Pittsburgh Pirates",2009,1577853,-31223,"N","N","N"
"Pittsburgh Pirates",2010,1613399,35546,"N","N","N"
"Pittsburgh Pirates",2011,1940429,327030,"N","N","N"
"Pittsburgh Pirates",2012,2091918,151489,"N","N","N"
"Pittsburgh Pirates",2013,2256862,164944,"N","N","Y"
"Pittsburgh Pirates",2014,2442564,185702,"N","N","Y"
"Pittsburgh Pirates",2015,2498596,56032,"N","N","Y"
"Pittsburgh Pirates",2016,2249201,-249395,"N","N","N"
"San Diego Padres",1969,512970,-1736231,"N","N",NULL
"San Diego Padres",1970,643679,130709,"N","N",NULL
"San Diego Padres",1971,557513,-86166,"N","N",NULL
"San Diego Padres",1972,644273,86760,"N","N",NULL
"San Diego Padres",1973,611826,-32447,"N","N",NULL
"San Diego Padres",1974,1075399,463573,"N","N",NULL
"San Diego Padres",1975,1281747,206348,"N","N",NULL
"San Diego Padres",1976,1458478,176731,"N","N",NULL
"San Diego Padres",1977,1376269,-82209,"N","N",NULL
"San Diego Padres",1978,1670107,293838,"N","N",NULL
"San Diego Padres",1979,1456967,-213140,"N","N",NULL
"San Diego Padres",1980,1139026,-317941,"N","N",NULL
"San Diego Padres",1981,519161,-619865,"N","N",NULL
"San Diego Padres",1982,1607516,1088355,"N","N",NULL
"San Diego Padres",1983,1539815,-67701,"N","N",NULL
"San Diego Padres",1984,1983904,444089,"N","Y",NULL
"San Diego Padres",1985,2210352,226448,"N","N",NULL
"San Diego Padres",1986,1805716,-404636,"N","N",NULL
"San Diego Padres",1987,1454061,-351655,"N","N",NULL
"San Diego Padres",1988,1506896,52835,"N","N",NULL
"San Diego Padres",1989,2009031,502135,"N","N",NULL
"San Diego Padres",1990,1856396,-152635,"N","N",NULL
"San Diego Padres",1991,1804289,-52107,"N","N",NULL
"San Diego Padres",1992,1721406,-82883,"N","N",NULL
"San Diego Padres",1993,1375432,-345974,"N","N",NULL
"San Diego Padres",1995,1041805,-333627,"N","N","N"
"San Diego Padres",1996,2187886,1146081,"N","Y","N"
"San Diego Padres",1997,2089333,-98553,"N","N","N"
"San Diego Padres",1998,2555874,466541,"N","Y","N"
"San Diego Padres",1999,2523538,-32336,"N","N","N"
"San Diego Padres",2000,2352443,-171095,"N","N","N"
"San Diego Padres",2001,2378128,25685,"N","N","N"
"San Diego Padres",2002,2220601,-157527,"N","N","N"
"San Diego Padres",2003,2030084,-190517,"N","N","N"
"San Diego Padres",2004,3016752,986668,"N","N","N"
"San Diego Padres",2005,2869787,-146965,"N","Y","N"
"San Diego Padres",2006,2659757,-210030,"N","Y","N"
"San Diego Padres",2007,2790074,130317,"N","N","N"
"San Diego Padres",2008,2427535,-362539,"N","N","N"
"San Diego Padres",2009,1919603,-507932,"N","N","N"
"San Diego Padres",2010,2131774,212171,"N","N","N"
"San Diego Padres",2011,2143018,11244,"N","N","N"
"San Diego Padres",2012,2123721,-19297,"N","N","N"
"San Diego Padres",2013,2166691,42970,"N","N","N"
"San Diego Padres",2014,2195373,28682,"N","N","N"
"San Diego Padres",2015,2459742,264369,"N","N","N"
"San Diego Padres",2016,2351422,-108320,"N","N","N"
"Seattle Pilots",1969,677944,-1673478,"N","N",NULL
"Seattle Mariners",1977,1338511,660567,"N","N",NULL
"Seattle Mariners",1978,877440,-461071,"N","N",NULL
"Seattle Mariners",1979,844447,-32993,"N","N",NULL
"Seattle Mariners",1980,836204,-8243,"N","N",NULL
"Seattle Mariners",1981,636276,-199928,"N","N",NULL
"Seattle Mariners",1982,1070404,434128,"N","N",NULL
"Seattle Mariners",1983,813537,-256867,"N","N",NULL
"Seattle Mariners",1984,870372,56835,"N","N",NULL
"Seattle Mariners",1985,1128696,258324,"N","N",NULL
"Seattle Mariners",1986,1029045,-99651,"N","N",NULL
"Seattle Mariners",1987,1134255,105210,"N","N",NULL
"Seattle Mariners",1988,1022398,-111857,"N","N",NULL
"Seattle Mariners",1989,1298443,276045,"N","N",NULL
"Seattle Mariners",1990,1509727,211284,"N","N",NULL
"Seattle Mariners",1991,2147905,638178,"N","N",NULL
"Seattle Mariners",1992,1651367,-496538,"N","N",NULL
"Seattle Mariners",1993,2052638,401271,"N","N",NULL
"Seattle Mariners",1995,1643203,-409435,"N","Y","N"
"Seattle Mariners",1996,2723850,1080647,"N","N","N"
"Seattle Mariners",1997,3192237,468387,"N","Y","N"
"Seattle Mariners",1998,2651511,-540726,"N","N","N"
"Seattle Mariners",1999,2916346,264835,"N","N","N"
"Seattle Mariners",2000,2914624,-1722,"N","N","Y"
"Seattle Mariners",2001,3507326,592702,"N","Y","N"
"Seattle Mariners",2002,3542938,35612,"N","N","N"
"Seattle Mariners",2003,3268509,-274429,"N","N","N"
"Seattle Mariners",2004,2940731,-327778,"N","N","N"
"Seattle Mariners",2005,2725459,-215272,"N","N","N"
"Seattle Mariners",2006,2481165,-244294,"N","N","N"
"Seattle Mariners",2007,2672223,191058,"N","N","N"
"Seattle Mariners",2008,2329702,-342521,"N","N","N"
"Seattle Mariners",2009,2195533,-134169,"N","N","N"
"Seattle Mariners",2010,2085488,-110045,"N","N","N"
"Seattle Mariners",2011,1939421,-146067,"N","N","N"
"Seattle Mariners",2012,1721920,-217501,"N","N","N"
"Seattle Mariners",2013,1761546,39626,"N","N","N"
"Seattle Mariners",2014,2064334,302788,"N","N","N"
"Seattle Mariners",2015,2193581,129247,"N","N","N"
"Seattle Mariners",2016,2267928,74347,"N","N","N"
"San Francisco Giants",1969,873603,-1394325,"N","N",NULL
"San Francisco Giants",1970,740720,-132883,"N","N",NULL
"San Francisco Giants",1971,1106043,365323,"N","Y",NULL
"San Francisco Giants",1972,647744,-458299,"N","N",NULL
"San Francisco Giants",1973,834193,186449,"N","N",NULL
"San Francisco Giants",1974,519987,-314206,"N","N",NULL
"San Francisco Giants",1975,522919,2932,"N","N",NULL
"San Francisco Giants",1976,626868,103949,"N","N",NULL
"San Francisco Giants",1977,700056,73188,"N","N",NULL
"San Francisco Giants",1978,1740477,1040421,"N","N",NULL
"San Francisco Giants",1979,1456402,-284075,"N","N",NULL
"San Francisco Giants",1980,1096115,-360287,"N","N",NULL
"San Francisco Giants",1981,632274,-463841,"N","N",NULL
"San Francisco Giants",1982,1200948,568674,"N","N",NULL
"San Francisco Giants",1983,1251530,50582,"N","N",NULL
"San Francisco Giants",1984,1001545,-249985,"N","N",NULL
"San Francisco Giants",1985,818697,-182848,"N","N",NULL
"San Francisco Giants",1986,1528748,710051,"N","N",NULL
"San Francisco Giants",1987,1917168,388420,"N","Y",NULL
"San Francisco Giants",1988,1785297,-131871,"N","N",NULL
"San Francisco Giants",1989,2059701,274404,"N","Y",NULL
"San Francisco Giants",1990,1975528,-84173,"N","N",NULL
"San Francisco Giants",1991,1737478,-238050,"N","N",NULL
"San Francisco Giants",1992,1560998,-176480,"N","N",NULL
"San Francisco Giants",1993,2606354,1045356,"N","N",NULL
"San Francisco Giants",1995,1241500,-1364854,"N","N","N"
"San Francisco Giants",1996,1413922,172422,"N","N","N"
"San Francisco Giants",1997,1690869,276947,"N","Y","N"
"San Francisco Giants",1998,1925364,234495,"N","N","N"
"San Francisco Giants",1999,2078399,153035,"N","N","N"
"San Francisco Giants",2000,3318800,1240401,"N","Y","N"
"San Francisco Giants",2001,3311958,-6842,"N","N","N"
"San Francisco Giants",2002,3253203,-58755,"N","N","Y"
"San Francisco Giants",2003,3264898,11695,"N","Y","N"
"San Francisco Giants",2004,3256854,-8044,"N","N","N"
"San Francisco Giants",2005,3181023,-75831,"N","N","N"
"San Francisco Giants",2006,3130313,-50710,"N","N","N"
"San Francisco Giants",2007,3223215,92902,"N","N","N"
"San Francisco Giants",2008,2863837,-359378,"N","N","N"
"San Francisco Giants",2009,2862110,-1727,"N","N","N"
"San Francisco Giants",2010,3037443,175333,"Y","Y","N"
"San Francisco Giants",2011,3387303,349860,"N","N","N"
"San Francisco Giants",2012,3377371,-9932,"Y","Y","N"
"San Francisco Giants",2013,3326796,-50575,"N","N","N"
"San Francisco Giants",2014,3368697,41901,"Y","N","Y"
"San Francisco Giants",2015,3375882,7185,"N","N","N"
"San Francisco Giants",2016,3365256,-10626,"N","N","Y"
"St. Louis Cardinals",1969,1682783,-1682473,"N","N",NULL
"St. Louis Cardinals",1970,1629736,-53047,"N","N",NULL
"St. Louis Cardinals",1971,1604671,-25065,"N","N",NULL
"St. Louis Cardinals",1972,1196894,-407777,"N","N",NULL
"St. Louis Cardinals",1973,1574046,377152,"N","N",NULL
"St. Louis Cardinals",1974,1838413,264367,"N","N",NULL
"St. Louis Cardinals",1975,1695270,-143143,"N","N",NULL
"St. Louis Cardinals",1976,1207079,-488191,"N","N",NULL
"St. Louis Cardinals",1977,1659287,452208,"N","N",NULL
"St. Louis Cardinals",1978,1278215,-381072,"N","N",NULL
"St. Louis Cardinals",1979,1627256,349041,"N","N",NULL
"St. Louis Cardinals",1980,1385147,-242109,"N","N",NULL
"St. Louis Cardinals",1981,1010247,-374900,"N","N",NULL
"St. Louis Cardinals",1982,2111906,1101659,"Y","Y",NULL
"St. Louis Cardinals",1983,2317914,206008,"N","N",NULL
"St. Louis Cardinals",1984,2037448,-280466,"N","N",NULL
"St. Louis Cardinals",1985,2637563,600115,"N","Y",NULL
"St. Louis Cardinals",1986,2471974,-165589,"N","N",NULL
"St. Louis Cardinals",1987,3072122,600148,"N","Y",NULL
"St. Louis Cardinals",1988,2892799,-179323,"N","N",NULL
"St. Louis Cardinals",1989,3080980,188181,"N","N",NULL
"St. Louis Cardinals",1990,2573225,-507755,"N","N",NULL
"St. Louis Cardinals",1991,2448699,-124526,"N","N",NULL
"St. Louis Cardinals",1992,2418483,-30216,"N","N",NULL
"St. Louis Cardinals",1993,2844977,426494,"N","N",NULL
"St. Louis Cardinals",1995,1756727,-1088250,"N","N","N"
"St. Louis Cardinals",1996,2654718,897991,"N","Y","N"
"St. Louis Cardinals",1997,2634014,-20704,"N","N","N"
"St. Louis Cardinals",1998,3195691,561677,"N","N","N"
"St. Louis Cardinals",1999,3225334,29643,"N","N","N"
"St. Louis Cardinals",2000,3336493,111159,"N","Y","N"
"St. Louis Cardinals",2001,3109578,-226915,"N","N","Y"
"St. Louis Cardinals",2002,3011756,-97822,"N","Y","N"
"St. Louis Cardinals",2003,2910386,-101370,"N","N","N"
"St. Louis Cardinals",2004,3048427,138041,"N","Y","N"
"St. Louis Cardinals",2005,3538988,490561,"N","Y","N"
"St. Louis Cardinals",2006,3407104,-131884,"Y","Y","N"
"St. Louis Cardinals",2007,3552180,145076,"N","N","N"
"St. Louis Cardinals",2008,3432917,-119263,"N","N","N"
"St. Louis Cardinals",2009,3343252,-89665,"N","Y","N"
"St. Louis Cardinals",2010,3301218,-42034,"N","N","N"
"St. Louis Cardinals",2011,3093954,-207264,"Y","N","Y"
"St. Louis Cardinals",2012,3262109,168155,"N","N","Y"
"St. Louis Cardinals",2013,3369769,107660,"N","Y","N"
"St. Louis Cardinals",2014,3540649,170880,"N","Y","N"
"St. Louis Cardinals",2015,3520889,-19760,"N","Y","N"
"St. Louis Cardinals",2016,3444490,-76399,"N","N","N"
"Tampa Bay Devil Rays",1998,2506293,-938197,"N","N","N"
"Tampa Bay Devil Rays",1999,1562827,-943466,"N","N","N"
"Tampa Bay Devil Rays",2000,1449673,-113154,"N","N","N"
"Tampa Bay Devil Rays",2001,1298365,-151308,"N","N","N"
"Tampa Bay Devil Rays",2002,1065742,-232623,"N","N","N"
"Tampa Bay Devil Rays",2003,1058695,-7047,"N","N","N"
"Tampa Bay Devil Rays",2004,1274911,216216,"N","N","N"
"Tampa Bay Devil Rays",2005,1141669,-133242,"N","N","N"
"Tampa Bay Devil Rays",2006,1368950,227281,"N","N","N"
"Tampa Bay Devil Rays",2007,1387603,18653,"N","N","N"
"Tampa Bay Rays",2008,1811986,424383,"N","Y","N"
"Tampa Bay Rays",2009,1874962,62976,"N","N","N"
"Tampa Bay Rays",2010,1843445,-31517,"N","Y","N"
"Tampa Bay Rays",2011,1529188,-314257,"N","N","Y"
"Tampa Bay Rays",2012,1559681,30493,"N","N","N"
"Tampa Bay Rays",2013,1510300,-49381,"N","N","Y"
"Tampa Bay Rays",2014,1446464,-63836,"N","N","N"
"Tampa Bay Rays",2015,1287054,-159410,"N","N","N"
"Tampa Bay Rays",2016,1286163,-891,"N","N","N"
"Texas Rangers",1972,662974,-623189,"N","N",NULL
"Texas Rangers",1973,686085,23111,"N","N",NULL
"Texas Rangers",1974,1193902,507817,"N","N",NULL
"Texas Rangers",1975,1127924,-65978,"N","N",NULL
"Texas Rangers",1976,1164982,37058,"N","N",NULL
"Texas Rangers",1977,1250722,85740,"N","N",NULL
"Texas Rangers",1978,1447963,197241,"N","N",NULL
"Texas Rangers",1979,1519671,71708,"N","N",NULL
"Texas Rangers",1980,1198175,-321496,"N","N",NULL
"Texas Rangers",1981,850076,-348099,"N","N",NULL
"Texas Rangers",1982,1154432,304356,"N","N",NULL
"Texas Rangers",1983,1363469,209037,"N","N",NULL
"Texas Rangers",1984,1102471,-260998,"N","N",NULL
"Texas Rangers",1985,1112497,10026,"N","N",NULL
"Texas Rangers",1986,1692002,579505,"N","N",NULL
"Texas Rangers",1987,1763053,71051,"N","N",NULL
"Texas Rangers",1988,1581901,-181152,"N","N",NULL
"Texas Rangers",1989,2043993,462092,"N","N",NULL
"Texas Rangers",1990,2057911,13918,"N","N",NULL
"Texas Rangers",1991,2297720,239809,"N","N",NULL
"Texas Rangers",1992,2198231,-99489,"N","N",NULL
"Texas Rangers",1993,2244616,46385,"N","N",NULL
"Texas Rangers",1995,1985910,-258706,"N","N","N"
"Texas Rangers",1996,2889020,903110,"N","Y","N"
"Texas Rangers",1997,2945228,56208,"N","N","N"
"Texas Rangers",1998,2927399,-17829,"N","Y","N"
"Texas Rangers",1999,2771469,-155930,"N","Y","N"
